code,title,credits,mandatory,url,description,assessment_data,corequisites_list,faculty,freechoice,level,prerequisites_list,schedule_data,semesters
MATH32010,Advanced Algebra,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32010,"Algebra is one of the fundamental areas of mathematics. Through algebraic structures common to many different areas, it allows to formalise and link disparate mathematical ideas as well as to study them in great depth. Three of the most important and ubiquitous structures are groups, rings and modules. We build to two of the fundamental results in the algebra: Sylow’s theorems for finite groups; and the structure theorem for modules over principal ideal domains, as well giving a glimpse into the world of finite simple groups.","[{'course_code': 'MATH32010', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH21120,MATH21112","[{'course_code': 'MATH32010', 'schedule_type_id': 1, 'hours': 3.6666666666666665}, {'course_code': 'MATH32010', 'schedule_type_id': 3, 'hours': 1.8333333333333333}, {'course_code': 'MATH32010', 'schedule_type_id': 4, 'hours': 11.166666666666666}]",Full year
MATH32031,Coding Theory,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32031,"Coding theory plays a crucial role in the transmission of information. Due to the effect of noise and interference, the received message may differ somewhat from the original message which is transmitted. The main goal of Coding Theory is the study of techniques which permit the detection of errors and which, if necessary, provide methods to reconstruct the original message. The subject involves some elegant algebra and has become an important tool in banking and commerce.","[{'course_code': 'MATH32031', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH32031', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH21120,MATH20201","[{'course_code': 'MATH32031', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH32031', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH32031', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 1
MATH32052,Hyperbolic Geometry,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32052,"Consider the Euclidean plane  R 2 . If we take a straight line  L  and a point  p  not on that line, then there is a unique straight line through  p  that never intersects  L  (draw a picture!). This is Euclid's parallel postulate. Euclid introduced several axioms for what is now called Euclidean geometry (that is, geometry in  R 2  or more generally in R n  and a great deal of effort was employed in attempting to prove that these axioms implied the parallel postulate. However, in early 19th century, the hyperbolic plane was introduced as a setting in which Euclid's axioms hold but the parallel postulate fails: there may be infinitely many ""straight"" lines through a point that do not intersect a given ""straight"" line. Today, hyperbolic geometry is a rich and active area of mathematics with many beautiful theorems (and can be used to generate very  attractive pictures ) This course provides an introduction to hyperbolic geometry. We start by discussing what is meant by ""distance"" and what is ""straight"" about a straight line in the Euclidean plane  R 2 . We then give an introduction to the hyperbolic plane. Topics include: distance and area in the hyperbolic plane, distance-preserving maps, hyperbolic trigonometry and hyperbolic polygons. The collection of all distance-preserving maps forms a group. The second part of the course studies a particular class of such groups, namely Fuchsian groups. By using a very beautiful theorem called Poincaré's Theorem, we will describe the connections between such groups and tessellations (tilings) of the hyperbolic plane. The emphasis here will be on how to calculate with and apply Poincaré's Theorem, rather than on rigorous proofs. One aim of the course is to show how results and techniques from different areas of mathematics, notably geometry, algebra and analysis, can be used coherently in the study of a single topic.","[{'course_code': 'MATH32052', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH32052', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,MATH21120,"[{'course_code': 'MATH32052', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH32052', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH32052', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 2
MATH32062,Algebraic Geometry,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32062,"Algebraic geometry studies objects called varieties defined by polynomial equations. A very simple example is the hyperbola defined by the equation xy = 1 in the plane. There is a way of associating rings to varieties, and then the geometric properties can be studied using algebra, for example points correspond to maximal ideals, or the geometry of the variety can give information about certain algebraic properties of the ring. Algebraic geometry originated in nineteenth century Italy, but it is still a very active area of research. It has close connections with algebra, number theory, topology, differential geometry and complex analysis.","[{'course_code': 'MATH32062', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH32062', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH11022,MATH21112,MATH10202,MATH10212,MATH20212","[{'course_code': 'MATH32062', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH32062', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH32062', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH32072,Number Theory,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32072,"Number theory is arguably one of the oldest and most fascinating branches of mathematics. This fascination stems from the fact that there are a great many theorems concerning the integers, which are extremely simple to state, but turn out to be rather hard to prove. Even more tantalisingly, there are many simple questions that one can ask about the integers, to which no answer is yet known. It may come as no surprise to you that many of these theorems and open problems relate to the mysterious nature of prime numbers. In this course we will use a few elementary ideas along with one or two algebraic concepts to prove some appealing statements such as every positive integer is the sum of four squares and there are infinitely many primes of the form 4n+1. We will conclude the course by mentioning a few interesting open problems.","[{'course_code': 'MATH32072', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH11121,MATH21120,MATH21112,MATH20201","[{'course_code': 'MATH32072', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH32072', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH32072', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH32091,Combinatorics and Graph Theory,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH32091,"A graph consists of a set of vertices with a set of edges connecting some pairs vertices. Depending on the context, the edges may represent a mathematical relation, two people knowing each other or roads connecting towns, etc. The graph theory part of the course deals with networks, structure of graphs, and extremal problems involving graphs.   The combinatorial half of this course is concerned with enumeration, that is, given a family of problems P(n), n a natural number, find a(n), the number of solutions of P(n) for each such n. The basic device is the generating function, a function F(t) that can be found directly from a description of the problem and for which there exists an expansion in the form F(t) = sum {a(n)gn(t); n a natural number}. Generating functions are also used to prove a family of counting formulae to prove combinatorial identities and obtain asymptotic formulae for a(n).","[{'course_code': 'MATH32091', 'assessment_type_id': 11, 'percentage': 0.3}, {'course_code': 'MATH32091', 'assessment_type_id': 4, 'percentage': 0.7}]",,,False,3,"MATH11022,MATH11422,MATH11412","[{'course_code': 'MATH32091', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH32091', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH32091', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
MATH33021,Mathematical Logic,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH33021,"The course captures the beginning of first order logic and leads up to applications of Mathematical Logic in Algebra and Analysis. In Set Theory we will first give a non-axiomatic approach to infinite numbers and how to do basic calculations with them. Historically this is how the subject began, when G. Cantor realised that ordinary arithmetic can be extended to the infinite. We will focus on ordinal and cardinal numbers and start with a brief introduction to ordered sets. In Predicate Logic we will set up so called first order languages in which mathematics can be formalized and mathematical methods can be applied. Hence the informal notion of a ’formula’ will become a mathematical object, amenable to tools and methods from the subject. For example one can ask if there is a computer, which in principle is able to find all true statements about mathematics (this was a driving force at the beginning of the discipline). It turned out that such a computer cannot exist. The crux here is that this statement has a rigorous mathematical proof, which necessitates the translation of clauses like “true statements about mathematics” and “can be proved” into mathematical statements itself. This part of the course will give a thorough exposition of this translation together with the fundamental theorems saying that the translation is correct (Soundness Theorem) and optimal (Completeness Theorem). General mathematical structures (like groups, vector spaces or ordered sets) will be used to exemplify formulas of first order logic. A formula can be thought of a generalisation of an equation, but now we are also allowing quantifiers. The tools developed in the course will be used to analyse solution sets of such formulas (called ’definable sets’). Furthermore the methods allow a classification of mathematical structures according to the properties of their definable sets. This for example connects a priori different looking structures (think of a group and an ordered set) in surprising ways. The course will make first steps in this direction with illustrations in the complex and the real field. After having established the fundamentals of Predicate Logic we will revisit Set Theory from an axiomatic point of view. We state and discuss Zermelo Fraenkel Set Theory as well as immediate applications of the Completeness Theorem to Set Theory.","[{'course_code': 'MATH33021', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,,"[{'course_code': 'MATH33021', 'schedule_type_id': 1, 'hours': 2.75}, {'course_code': 'MATH33021', 'schedule_type_id': 3, 'hours': 1.8333333333333333}, {'course_code': 'MATH33021', 'schedule_type_id': 4, 'hours': 12.083333333333334}]",Semester 1
MATH34011,Complex Analysis&Applications,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH34011,"This unit introduces the student to properties of regular (or analytic) functions of a complex variable. It proceeds with a study of singularities of such functions, introducing methods of contour integration and its applications to evaluating some new real integrals (problems unsolvable by other means). With this material mastered, the course unit proceeds to describe analytic continuation of real analytic functions, and applications to solving various types of differential equation using Fourier and Laplace transforms.","[{'course_code': 'MATH34011', 'assessment_type_id': 11, 'percentage': 0.1}, {'course_code': 'MATH34011', 'assessment_type_id': 4, 'percentage': 0.9}]",,,False,3,"MATH11121,MATH24420,PHYS20171","[{'course_code': 'MATH34011', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH34011', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH34011', 'schedule_type_id': 4, 'hours': 13.916666666666666}]",Semester 1
MATH35012,Wave Motion,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH35012,"Wave motion occurs in the oceans, atmosphere and in the earth. Problems of wave production and transmission, of wave harnessing or shielding, and of detection will always be of interest. This is a large and important subject area which this course unit can only begin to study, nevertheless this beginning will contain ideas and techniques applicable to a broad range of wave motion.","[{'course_code': 'MATH35012', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH35012', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH24420,PHYS20171,MATH20401,MATH20411","[{'course_code': 'MATH35012', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH35012', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH35012', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH35020,Elasticity and Viscous Fluid Dynamics,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH35020,"This course unit discusses some elements of elasticity theory and viscous fluid flows, which are essential building blocks in continuum mechanics. Initially we start with analysis of stress and strain and look at constitutive relations and examine the differences between solids and fluids. We then concentrate on the linearised theory of elasticity. A typical problem of the subject is as follows: Suppose an elastic body (e.g. an underground oil pipe) is subjected to some loading on its outer surface. What is the stress distribution which is generated throughout the body? Does this stress distribution have unexpectedly large values which might lead to failure? The subject is developed, and particular problems solved, from a mathematical standpoint. In the second half of the course, we continue the discussion of stresses and strains but now focussing on how they impact viscous fluid flow. We first derive the governing nonlinear equations – the Navier-Stokes equations using conservation principles. We then go on to study a number of exact solutions such as the flow in a pipe or channel, flow between rotating cylinders. Finally we look at asymptotic approaches to solving flows at small and large Reynolds numbers.","[{'course_code': 'MATH35020', 'assessment_type_id': 11, 'percentage': 0.1}, {'course_code': 'MATH35020', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'MATH35020', 'assessment_type_id': 1, 'percentage': 0.1}]",,,False,3,"PHYS20171,MATH24420,MATH20401","[{'course_code': 'MATH35020', 'schedule_type_id': 1, 'hours': 3.6666666666666665}, {'course_code': 'MATH35020', 'schedule_type_id': 3, 'hours': 1.8333333333333333}, {'course_code': 'MATH35020', 'schedule_type_id': 4, 'hours': 11.166666666666666}]",Full year
MATH35031,Mathematical Biology,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH35031,"The life sciences are arguably the greatest scientific adventure of the age. Over the last few decades a series of revolutions in experimental technique have made it possible to ask very detailed questions about how life works, ranging from the smallest, sub-cellular scales up through the organisation of tissues and the functioning of the brain and, on the very largest scales, the evolution of species and ecosystems. Mathematics has so far played a small, but honourable part in this development, especially by providing simple models designed to illuminate principles and test broad hypotheses.   The mathematics required for biology is not generally all that hard or deep (though there are exceptions: some of the most exciting recent work in phylogenetics requires tools from algebraic geometry), but as the sketches above suggest the range of tools is extremely broad. The point is that modern mathematical biology is genuinely applied maths: its techniques are chosen to suit the biological problems, not the traditional disciplinary subdivisions. Although some previous acquaintance with graph theory and probability would be helpful, this course is meant to be self-contained and will only assume knowledge of differential equations.","[{'course_code': 'MATH35031', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH35031', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH11022,MATH11411,MATH11711,MATH11422,MATH11412,PHYS10280","[{'course_code': 'MATH35031', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH35031', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH35031', 'schedule_type_id': 4, 'hours': 5.583333333333333}]",Semester 1
MATH35041,Methods of Applied Mathematics,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH35041,"This course unit provides students with the methodology to study problems which arise in applied mathematics.  Often, the analytical solution to such a problem involves approximation in terms of a small parameter. We consider asymptotic expansions, such that the error made is controlled.","[{'course_code': 'MATH35041', 'assessment_type_id': 4, 'percentage': 0.8}, {'course_code': 'MATH35041', 'assessment_type_id': 12, 'percentage': 0.2}]",,,False,3,"MATH11422,MATH11412,MATH24420,PHYS20171,MATH10222,MATH10232,MATH20401","[{'course_code': 'MATH35041', 'schedule_type_id': 1, 'hours': 2.75}, {'course_code': 'MATH35041', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH35041', 'schedule_type_id': 4, 'hours': 13.0}]",Semester 1
MATH35062,Mathematics of a Finite Planet,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH35062,"The unit aims to: introduce students to the challenges created by finite resources and changes in the planetary environment due to human activity. Students will cover a variety of topics, both environmental and societal, developing mathematical analysis and interpreting this analysis in the light of the challenges. They will also be introduced to policy decision making and the assessment of political and ethical issues raised by proposed policies.","[{'course_code': 'MATH35062', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH35062', 'assessment_type_id': 12, 'percentage': 0.8}]",,,False,3,"MATH24420,PHYS20171,MATH20401,MATH20411","[{'course_code': 'MATH35062', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH35062', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH35062', 'schedule_type_id': 4, 'hours': 5.583333333333333}]",Semester 2
MATH36022,Numerical Analysis 2,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH36022,"This module introduces numerical methods for approximating functions and data, evaluating integrals and solving ordinary differential equations. It continues the introduction to numerical analysis begun in MATH20602. It provides theoretical analysis of the problems along with algorithms for their solution. Insight into the algorithms will be given through MATLAB illustrations, but the course does not require any programming.","[{'course_code': 'MATH36022', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH36022', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,MATH24411,"[{'course_code': 'MATH36022', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH36022', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH36022', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH36031,Problem Solving by Computer,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH36031,"This module is concerned with using a modern computer software package for solving mathematical problems and hence it involves a reasonable amount of computer programming. The student will be given a thorough introduction to the capabilities of the state of the art software package MATLAB, covering numeric, symbolic (with the Symbolic Math Toolbox) and graphical features. Although MATLAB is the chosen course software, the emphasis will be given to principles that are not specific to any particular package. Basic principles of technical writing will also be taught, and the student will apply these to the written projects, which must be produced using a wordprocessing/typesetting package.","[{'course_code': 'MATH36031', 'assessment_type_id': 7, 'percentage': 0.11}, {'course_code': 'MATH36031', 'assessment_type_id': 14, 'percentage': 0.11}]",,,False,3,,"[{'course_code': 'MATH36031', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH36031', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH36031', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
MATH36160,Mathematics and Applications of Machine Learning,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH36160,"Machine learning and artificial intelligence have become a cornerstone of our everyday life. We have self-driving cars on our streets, use large language models to turn ideas into text, and converse with our digital assistant using voice recognition. In this module, we will step into the world of modern machine learning. We begin with an analytical treatment of supervised learning problems from an approximation theoretic viewpoint. We especially study linear and polynomial regression, as well as k-nearest neighbour and support vector machine classification. Based on the Bayesian formulation of classification and as a generalisation of logistic regression, we then introduce and discuss deep neural networks, also with respect to their properties as function approximators. As a training methodology, we introduce gradient descent and stochastic gradient descent algorithms. The first part of the course finishes with a discussion of unsupervised techniques, especially Gaussian mixture models and k-means.   The second part of the course starts with a broad introduction to the predictive modelling pipeline, beginning with in-memory data structures (such as Pandas DataFrames), basic data exploration and cleansing. The focus will then move to model selection, hyperparameter tuning, and model evaluation using the functionality embedded in the open source scikit-learn training software library. Hands-on coding experience will involve linear, polynomial, and logistic regression, k-nearest neighbours, decision trees, as well as different clustering techniques. Whenever possible, students will learn to code simple Python implementations of these methods from scratch to gain a deep algorithmic understanding of these techniques and critically question model outputs – especially with respect to the theory studied in the first part. The lecture material will be complemented with exercises and coding assessments.","[{'course_code': 'MATH36160', 'assessment_type_id': 11, 'percentage': 0.1}, {'course_code': 'MATH36160', 'assessment_type_id': 4, 'percentage': 0.45}, {'course_code': 'MATH36160', 'assessment_type_id': 1, 'percentage': 0.45}]",,,False,3,"MATH24411,PHYS20161,MATH20621,COMP16321","[{'course_code': 'MATH36160', 'schedule_type_id': 1, 'hours': 2.6666666666666665}, {'course_code': 'MATH36160', 'schedule_type_id': 2, 'hours': 1.8333333333333333}, {'course_code': 'MATH36160', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH36160', 'schedule_type_id': 4, 'hours': 11.25}]",Full year
MATH37002,Martingales with Applications to Finance,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH37002,"An introduction to a circle of ideas and fundamental results of the theory of martingales, which play a vital role in stochastic calculus and in the modern theory of finance.","[{'course_code': 'MATH37002', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH27720,MATH20701","[{'course_code': 'MATH37002', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH37002', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH37002', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH37011,Markov Processes,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH37011,"Markov chains are stochastic processes with the special property of ""given the present, the future is independent of the past"". Many real-life situations can be modelled by such processes and this course is concerned with their mathematical analysis. It by-passes the measure-theoretic considerations necessary for the development of a general theory of stochastic processes.","[{'course_code': 'MATH37011', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH37011', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH27720,MATH20701","[{'course_code': 'MATH37011', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH37011', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH37011', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 1
MATH37021,Foundations of Modern Probability,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH37021,"The Law of Large Numbers (LLN) and the Central Limit Theorem (CLT) are two most important/ fundamental results in classical and modern probability theory with numerous applications.   Extending the intuitive understanding and partial proofs developed in Probability 1 & 2, the unit builds on methods from mathematical analysis to cultivate a rigorous understanding and derive complete proofs of fundamental results in probability theory, focusing in particular on the LLN and the CLT.","[{'course_code': 'MATH37021', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH11121,MATH27720,MATH20101,MATH20701","[{'course_code': 'MATH37021', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH37021', 'schedule_type_id': 2, 'hours': 0.9166666666666666}, {'course_code': 'MATH37021', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
MATH38032,Time Series Analysis,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH38032,This course unit covers a variety of concepts and models useful for empirical analysis of time series data.,"[{'course_code': 'MATH38032', 'assessment_type_id': 7, 'percentage': 0.12}, {'course_code': 'MATH38032', 'assessment_type_id': 14, 'percentage': 0.12}]",,,False,3,"MATH27720,MATH27711","[{'course_code': 'MATH38032', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH38032', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH38032', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH38072,Medical Statistics,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH38072,"Randomised controlled trials are planned experimental studies on human subjects designed to assess the benefit of medical treatments. Other important areas of application of statistical methods in medical research are epidemiological studies, which investigate the possible causes of disease from observational data, diagnostic studies, which methods of disease diagnosis and meta-analysis, which considers combining information from multiple studies. Many of the major developments in modern statistics have been motivated by problems in medical research. Whilst briefly outlining other areas of application in medical research, the lecture course will introduce the statistical issue associated design and analysis of randomised controlled trials and in meta-analyses.","[{'course_code': 'MATH38072', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH38072', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,MATH27720,"[{'course_code': 'MATH38072', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH38072', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH38072', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MATH38161,Multivariate Statistics and Machine Learning,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH38161,"Multivariate statistical models and methods are essential for analysing complex-structured and possibly high-dimensional data from any areas of science and industry, ranging from biology and medicine, and genetics to finance and sociology. Multivariate statistics also provides the foundation of many machine learning algorithms. In the first part of this module covers the foundations of multivariate data analysis, e.g., multivariate random variables, covariance and correlation, and multivariate regression. In addition, related approaches such dimension reduction and latent variable models are discussed. The second part of the course is concerned with multivariate approaches for statistical learning in supervised and unsupervised settings, including techniques from machine learning, and their application in pattern recognition, classification, and high-dimensional data analysis.","[{'course_code': 'MATH38161', 'assessment_type_id': 11, 'percentage': 0.3}, {'course_code': 'MATH38161', 'assessment_type_id': 4, 'percentage': 0.7}]",,,False,3,MATH27720,"[{'course_code': 'MATH38161', 'schedule_type_id': 1, 'hours': 0.9166666666666666}, {'course_code': 'MATH38161', 'schedule_type_id': 3, 'hours': 0.9166666666666666}, {'course_code': 'MATH38161', 'schedule_type_id': 4, 'hours': 6.5}]",Semester 1
MATH38171,Generalised Linear Models,20,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH38171,"As an important modelling strategy Linear Models is concerned with investigating whether, and how, one or more so-called explanatory variables, such as age, sex, blood pressure, etc., influence a response variable, such as a patient's diagnosis, by taking random variations of data into account. In Linear Models, linear regression technique and Normal distribution are used to explore the possible linear relation between a continuous response and one or more explanatory variables. In this course unit we depart from linearity and normality, the very strict limitation in Linear Models. We study the extension of linearity to non-linearity and normality to a commonly encountered distribution family, called the exponential family of distributions. This extension forms Generalized Linear Models (GLM). The GLM, on the one hand, unifies linear and non-linear models in terms of statistical modelling. On the other hand, it can be used to analyze discrete data, including binary, binomial, counted and categorical data that arise very often in biomedical and industrial applications.","[{'course_code': 'MATH38171', 'assessment_type_id': 11, 'percentage': 0.2}, {'course_code': 'MATH38171', 'assessment_type_id': 4, 'percentage': 0.8}]",,,False,3,"MATH11022,MATH27720,MATH27711,MATH10202,MATH10212,MATH20701,MATH20802","[{'course_code': 'MATH38171', 'schedule_type_id': 1, 'hours': 1.8333333333333333}, {'course_code': 'MATH38171', 'schedule_type_id': 3, 'hours': 0.5}, {'course_code': 'MATH38171', 'schedule_type_id': 4, 'hours': 14.0}]",Semester 1
MATH39032,Mathematical Modelling in Finance,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MATH39032,"This course unit is primarily concerned with the valuation of financial instruments known as derivatives. To achieve this, a mathematical model is developed and then solved for different types of problems. It is assumed that students will be familiar with financial terms, stochastic differential equations, and partial differential equations. It is shown that mathematical methods developed to solve Partial Differential Equations can be powerful tools in solving financial problems once suitable models have been devised.","[{'course_code': 'MATH39032', 'assessment_type_id': 4, 'percentage': 1.0}]",,,False,3,"MATH20912,MATH24420,PHYS20171,MATH20401,MATH20411","[{'course_code': 'MATH39032', 'schedule_type_id': 1, 'hours': 1.0}, {'course_code': 'MATH39032', 'schedule_type_id': 3, 'hours': 1.0}, {'course_code': 'MATH39032', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
MCEL30031,Enterprise Management for Computer Scientists,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MCEL30031,The unit enables students to critically analyse a range of issues that business managers face using a range of business tools and techniques.  The tools are explained in lectures and students are then encouraged to apply them in separate case study sessions.  Analysis often reveals a number of conflicting factors and students are required to make judgements based on evidence that justifies their decisions.,"[{'course_code': 'MCEL30031', 'assessment_type_id': 7, 'percentage': 0.24}]",,,False,3,,"[{'course_code': 'MCEL30031', 'schedule_type_id': 1, 'hours': 2.0}, {'course_code': 'MCEL30031', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Variable teaching patterns
MCEL30032,Managing Finance in Enterprises for Computer Scientists,10,Optional,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00558/bsc-computer-science-and-mathematics/course-details/MCEL30032,"The unit aims to: 1. Allow students to understand and develop the necessary skills to produce a proposal to support a major project within an organisation or a business plan for a new start-up. 2. Introduce essential business finance and business risk management tools. 3. To explore resources required to form, develop and grow a business or a product line within a business. 4. To encourage students to think entrepreneurially as an essential component of their personal development.","[{'course_code': 'MCEL30032', 'assessment_type_id': 8, 'percentage': None}, {'course_code': 'MCEL30032', 'assessment_type_id': 9, 'percentage': None}, {'course_code': 'MCEL30032', 'assessment_type_id': 10, 'percentage': 1.0}]",,,False,3,,"[{'course_code': 'MCEL30032', 'schedule_type_id': 1, 'hours': 2.0}, {'course_code': 'MCEL30032', 'schedule_type_id': 4, 'hours': 6.333333333333333}]",Semester 2
